ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,MaxShareRate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
"Ingalls Care Network, LLC",A2337,2018,"IL, IN",2.1790046,,3915,3185,28,693,29,138,660,623,359,323,1,30,706,214,9527,3814,4874,0,0.3819,45,76.39,89.35,94.87,93.08,82.58,56.2,56.99,72.18,28.59,,,15.12,67.09,1.67,89.11,51.09,88,81.05,47.98,63.71,82.28,0,21.37,69.76,6277,45,34,58,123,58,34,3880
"Ingalls Care Network, LLC",A2337,2020,"IL, IN",6.64,,3406,2830,110,484,25,205,673,617,316,286,4,23,575,222,8703,3189,4388,4575068,0.39,49,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.91,87.5,50.62,78.26,79.84,52.82,67.34,82.35,3.7,24.1,71.32,6031,41,40,55,120,55,40,3883
"Health Connect Partners, LLC",A2342,2019,"WA, CA, AK, OR",2.17,,3141,2915,49,160,42,235,691,471,235,225,1,7,644,162,9443,3338,4429,29679624,0.48,42,95.13,76.69,92.27,89.93,76.18,59.12,58.56,71.59,25.8,92.41,84.12,13.87,50.14,1.27,70.31,71.58,53.33,65.28,78.91,75.42,87.65,2.38,11.71,71.09,125596,,2349,1429,6348,1429,2349,110519
"Health Connect Partners, LLC",A2342,2021,"WA, CA, AK, MT",3.30,50.00%,"2,647","2,428",36,172,36,238,631,492,182,173,1,6,545,132,"9,112","3,169","4,389","40,546,360",50.00%,32,94.71,,,,,,,,,,,,,,,74.8,64.29,81.79,75.17,78.12,82.46,10.53,12.65,72.05,"114,362","2,455","4,074","1,475","6,414","1,475","4,074","99,778"
"Health Connect Partners, LLC",A2342,2020,"WA, CA, AK",5.65,,2617,2389,55,170,39,379,692,503,187,177,1,6,494,134,8599,2994,4102,67395249,0.39,36,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.51,62.4,66.26,63.64,62.37,75.86,78.18,84.91,3.33,13.77,66.55,115202,2354,4198,1438,6288,1438,4198,100571
"Health Connect Partners, LLC",A2342,2018,"WA, CA, AK",0.8213425,,3129,2915,50,152,36,204,692,488,242,232,1,6,634,168,9598,3520,4692,0,0.4634,44,92.67999999999999,81.29,92.72,90.0,77.95,55.14,57.62,72.33,23.3,,,14.17,49.8,1.36,67.92,66.37,61.9,63.77,70.34,74.51,83.27,4.44,10.89,66.76,131151,2336,4382,1524,6574,1524,4382,115488
"Partners In Care ACO, Inc.",A2361,2018,NJ,4.6034205,,3187,2827,20,286,72,246,884,376,261,243,0,12,558,197,11633,4311,6494,6385281,0.4264,65,85.27,88.56,95.87,92.66,79.78,63.59,70.03,73.93,26.09,,,14.75,50.84,1.51,62.24,67.72,66.67,55.72,50.82,56.84,84.36,7.69,19.66,71.92,11686,124,273,214,568,214,273,9971
"Partners In Care ACO, Inc.",A2361,2019,NJ,-0.12,,3546,3214,31,292,41,259,879,381,283,266,1,12,561,218,12043,4440,6671,0,0.46,65,92.17,84.19,95.08,92.3,74.99,64.2,66.49,73.43,25.96,91.93,87.27,14.47,60.48,1.85,54.44,61.55,54.55,47.42,52.61,55.35,83.11,5.88,18.17,75.53,8775,,508,157,435,157,508,7473
Akira Health of Fresno Inc.,A2366,2020,"CA, GU",3.7600000000000002,,4155,3891,25,228,24,588,1863,704,302,291,1,8,620,258,15155,8361,4602,3026274,0.4,115,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.83,84.46,82.34,95.74,68.97,74,71.85,81.89,9.76,17.79,81.77,5508,45,743,327,549,327,743,3645
Akira Health of Fresno Inc.,A2366,2019,"CA, GU",7.9,,5337,5055,36,245,22,509,1381,657,370,356,1,11,793,311,14121,7837,4519,8441572,0.46,91,92.17,84.93,92.34,91.36,76.18,60.88,55.74,70.43,20.37,90.86,80.9,15.46,64.39,1.9,63.41,71.25,87.93,55.31,65.94,69.27,82.13,5.36,17.24,88.27,6799,,264,382,853,382,264,4148
Akira Health of Fresno Inc.,A2366,2021,"CA, GU",8.03,40.00%,"4,295","4,088",30,210,9,526,"2,027",715,304,294,1,8,676,269,"14,356","6,707","5,135","5,168,198",40.00%,122,91.27,,,,,,,,,,,,,,,79.93,88.24,64.81,65.13,72.52,85.42,15.38,12.89,89.53,"4,153",41,754,266,499,266,754,"2,431"
Akira Health of Fresno Inc.,A2366,2018,CA,12.2298502,,5968,5630,83,253,89,729,2366,788,451,431,2,12,950,381,13710,7429,5075,12959698,0.4112,154,82.23,82.6,92.69,89.97,79.94,54.49,58.82,71.32,26.94,,,16.16,74.61,2.37,78.77,74.29,88.57,68.32,67.28,63.18,76.39,0,27.22,86.86,5720,28,271,366,263,366,271,4443
South Bend Clinic Accountable Care,A2369,2019,"IN, MI",0.64,,2699,2577,34,79,29,458,854,302,263,254,1,4,564,197,9564,4080,3584,0,0.69,74,92.17,85.57,93.48,91.92,80.07,57.21,56.98,74.61,27.13,90.84,86.62,14.49,59.96,1.92,77.42,74.8,57.14,71.77,79.2,79.22,85.02,12.07,10.86,73.93,7351,,431,25,217,25,431,6641
South Bend Clinic Accountable Care,A2369,2018,"IN, MI",-0.5576341,,2745,2567,28,103,54,406,829,317,272,260,1,6,559,198,9213,3790,3786,0,0.6786,71,90.48,84.14,93.73,91.91,79.96,54.39,51.08,72.19,28.88,,,14.37,57.74,1.83,66.94,73.62,38.89,58,76.1,76.21,85.9,2.44,11.29,77.25,7077,55,30,23,183,23,30,6385
"Clinical Partners of Colorado Springs, LLC",A2391,2018,CO,-2.9946907,,2667,2334,16,255,53,113,471,373,234,212,0,14,632,148,8310,2621,3435,0,0.493,47,98.59,81.96,92.64,91.31,80.77,62.52,67.97,74.12,29.11,,,14.66,45.8,1.68,66.14,74.77,69.57,53.05,73.49,73.84,81.2,3.28,13.64,82.18,5340,167,51,135,154,135,51,4795
"Clinical Partners of Colorado Springs, LLC",A2391,2019,CO,1.15,,2807,2480,4,252,79,139,452,331,246,216,0,14,785,159,8045,1779,2932,0,0.46,39,92.17,80.11,92.32,90.03,79.72,59.9,65.9,74.69,27.96,90.94,84.02,14.51,49.03,1.54,51.31,60.17,47.67,63.62,53.39,56,85.62,7,21.35,76.29,8225,,437,335,247,335,437,7050
Physicians Accountable Care of Utah,A2392,2020,UT,2.2399999999999998,,2062,1719,36,300,27,250,307,427,180,161,1,15,454,119,7919,3332,2952,0,0.5,23,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.72,90.33,82.46,62.5,61.65,83.21,75.5,82.45,4.76,10.18,75.71,10066,78,124,114,377,114,124,9354
Physicians Accountable Care of Utah,A2392,2018,UT,-4.4995182,,2513,2134,74,273,58,464,733,633,233,211,2,13,529,145,8420,3534,3312,-5861333,0.4866,57,97.32,85.62,93.39,91.21,82.93,57.58,58.26,72.24,31.46,,,14.38,49.87,1.67,83.56,81.99,100,64.83,86.13,73.01,86.29,4.76,12.5,83.44,14719,138,134,157,423,157,134,13881
Physicians Accountable Care of Utah,A2392,2019,UT,-6.23,,2617,2250,83,280,41,490,716,600,225,204,2,13,541,142,8715,3594,3290,-8540281,0.48,54,95.19,86.69,93.58,92.91,83.43,56.17,63.41,73.37,29.76,93.8,87.87,14.13,46.55,1.34,81.73,76.61,62.07,54.36,78.59,70.03,76.41,8.82,15.84,75.37,15029,,91,139,474,139,91,14168
"Duke Connected Care, LLC",A2419,2021,"NC, VA",1.78,75.00%,"2,603","2,415",29,130,41,315,556,445,249,239,1,6,592,194,"10,250","3,300","4,112",0,75.00%,42,96.31,,,,,,,,,,,,,,,91.24,90.91,70.7,75,83.33,88.76,1.43,12.25,73.78,"47,379","1,011",535,315,"1,661",315,535,"34,802"
"Duke Connected Care, LLC",A2419,2020,NC,4.63,,2651,2434,38,132,61,310,536,432,254,242,1,6,575,188,9350,3157,3695,23006864,0.73,41,96.88,^,^,^,^,^,^,^,^,^,^,~,~,0.83,97.24,84.82,90.32,57.2,70.36,83.4,91.33,1.02,12.21,72.18,49301,926,550,334,1570,334,550,35703
"Duke Connected Care, LLC",A2419,2019,NC,3.61,,3004,2800,58,103,67,276,657,437,292,279,1,5,725,211,10292,3463,4189,19217065,0.74,55,98.31,83.8,93.68,91.2,82.28,59.15,58.42,74.5,33.26,94.19,87.6,14.71,61.66,1.79,98.39,86.61,80,56.7,71.7,81.41,90.8,6.52,10,77.27,49079,,11792,338,1457,338,11792,34912
"Duke Connected Care, LLC",A2419,2018,NC,0.8296821,,3025,2820,44,109,68,268,635,457,305,292,1,5,748,222,9836,3397,4156,0,0.6951,58,92.67999999999999,86.54,94.6,92.96,82.68,61.49,58.56,72.29,29.31,,,15.5,64.61,1.93,97.25,85.26,38.46,56,70.04,80.08,85.45,2.5,14.45,68.25,48705,756,493,313,1317,313,493,34318
Louisiana Physicians ACO LLC,A2424,2018,LA,0.8001503999999999,,3780,2688,365,530,233,403,857,821,402,332,16,30,1077,262,11291,4411,5244,0,0.475,54,94.99,88.88,95.28,94.7,85.51,62.85,63.47,71.27,31.33,,,15.02,61.64,2.61,81.39,81.78,88.37,73.16,71.6,74.52,86.22,24.32,14.01,78.29,11385,67,31,28,179,28,31,8559
Louisiana Physicians 2014 ACO,A2424,2020,LA,11.99,,2430,1911,133,334,73,260,303,624,257,228,5,17,747,177,9489,3772,4322,9003966,0.48,20,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.94,77.6,84.12,90,79.32,79.75,83.44,86.27,17.95,17.48,75.97,7344,46,31,18,149,18,31,5560
Louisiana Physicians 2014 ACO,A2424,2021,LA,13.96,50.00%,"2,413","1,879",109,367,66,246,335,578,258,227,5,19,789,179,"9,947","4,004","4,524","8,540,839",50.00%,20,98.99,,,,,,,,,,,,,,,87.64,91.18,83.95,76.92,81.5,91.61,26.83,13.48,80.97,"5,657",49,24,29,119,29,24,"4,412"
Louisiana Physicians 2014 ACO,A2424,2019,LA,4.36,,2987,2411,162,348,115,257,466,578,298,260,6,19,1003,192,10868,4249,5239,3620225,0.49,30,97.97,87.21,94.48,92.48,83.69,65.87,64.46,73.53,29.47,93.89,87.86,14.8,50.26,1.93,76.75,83.08,79.49,74.54,77.92,83.96,92.31,14.81,11.78,80.06,7734,,1602,23,160,23,1602,5900
RWJ Partners LLC,A2437,2018,NJ,0.7051258,,3442,3049,81,251,101,192,1020,437,280,260,1,11,581,215,11396,4082,6550,0,0.4662,76,93.24,86.77,96.48,94.82,83.81,60.78,60.17,71.97,28.66,,,14.65,53.87,1.86,80.62,71.59,92.11,76.69,68.08,73.71,89.27,7.14,12.5,71.64,13991,235,428,252,762,252,428,11360
RWJ Partners LLC,A2437,2019,NJ,3.92,,3353,3050,32,202,84,193,964,456,282,267,1,8,580,224,11519,4073,6622,6236465,0.46,71,92.17,88.36,95.99,93.96,82.82,61.36,63.13,73.07,26.06,93.75,87.51,15.35,60.68,1.59,85.11,74.32,80,83.06,72.62,80.78,88.46,14.29,23.33,71.91,13361,,1096,236,736,236,1096,10825
"Accountable Care Coalition of Mississippi, LLC.",A2448,2019,MS,4.2700000000000005,,2905,2436,171,132,175,146,550,766,308,277,5,7,1047,218,9107,472,2742,7495920,0.55,35,92.17,89.02,95.96,93.65,86.06,61.95,57.84,72.63,39.18,95.14,88.07,14.89,68.3,2.29,88.29,60.08,82.01,83.97,60.42,62.15,83.3,9.41,19.24,64.07,17339,,9690,58,138,58,9690,7340
"Accountable Care Coalition of Mississippi, LLC.",A2448,2018,"MS, AL",8.1092828,,2694,2267,178,98,158,199,568,788,314,284,6,5,1161,217,9381,416,2744,6472274,0.4802,39,80.04,89.05,95.49,92.94,85.37,60.63,60.31,70.85,36.57,,,15.04,64.32,2.31,66.23,51.4,72.27,75.05,49,54.99,76.57,11.11,24.66,58.1,7526,141,28,25,46,25,28,2695
"Alliance for Integrated Care of New York, LLC",A2452,2019,"NY, NJ",4.42,,3415,3136,29,69,187,81,991,295,292,271,1,3,940,246,13939,4081,5332,2963431,0.46,45,92.17,84.5,91.64,89.34,81.06,57.04,58.75,71.92,30.02,88.36,82.42,15.53,64.57,1.58,31.43,54.29,37.5,54.39,64.95,67.58,76.9,0,18.66,74.51,5975,,1632,217,354,217,1632,3523
"Alliance for Integrated Care of New York, LLC",A2452,2020,NY,6.11,,3402,2742,52,47,577,40,1033,160,324,288,1,3,1002,282,18803,1694,4959,4190449,0.39,38,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.11,28.47,56.78,72,71.6,45.84,51.79,64.93,0,26.61,77.39,6513,29,78,241,259,241,78,4843
"Alliance for Integrated Care of New York, LLC",A2452,2018,NY,6.319915,,3261,2876,46,87,258,75,771,293,301,275,1,4,799,248,11631,4712,5159,2996768,0.384,37,76.81,87.2,90.05,87.32,83.88,53.06,52.75,71.89,23.7,,,15.19,61.77,1.81,34.75,57.48,73.91,50.72,63.31,71.77,76.67,0,22.75,73.39,4464,67,196,134,264,134,196,2677
"Alliance for Integrated Care of New York, LLC",A2452,2021,NY,3.77,40.00%,"4,022","3,388",24,13,608,84,"1,652",215,308,283,1,1,"1,074",272,"21,623","2,117","6,216","3,261,620",40.00%,51,82.14,,,,,,,,,,,,,,,78.47,79.41,77.39,64.19,75.33,83.27,13.33,19.47,60.08,"6,641",40,94,245,270,245,94,"4,933"
"CMG ACO, LLC",A2490,2018,"CT, NY",2.2756589000000003,,3456,3196,54,149,83,210,1057,901,289,275,2,5,730,224,13337,5090,6370,0,0.4261,83,85.22999999999999,89.3,93.59,91.54,80.17,57.49,56.06,72.83,26.88,,,15.33,58.57,1.5,82.69,79.95,86.67,51.51,78.29,79.77,88.92,4.88,9.68,80.54,15724,86,145,125,657,125,145,13919
"CMG ACO, LLC",A2490,2020,"CT, NY",8.12,,3163,2942,81,94,70,179,757,801,254,243,2,4,540,204,13191,5362,5713,12148563,0.48,60,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.75,82.13,77.87,83.33,50.98,78.72,74.74,87.66,9.3,16.3,78.29,12723,87,139,119,636,119,139,11150
"CMG ACO, LLC",A2490,2019,"CT, NY",3.39,,3686,3445,77,104,79,200,963,864,292,280,2,4,690,227,14099,5545,6581,6000284,0.46,78,92.17,88.86,94.11,93.09,83.81,58.77,59.17,76.03,23.81,92.38,86.85,15.13,59.67,1.61,86.94,78.6,84.38,61,80.95,78.03,84.91,20.69,12.74,81.29,13673,,752,103,656,103,752,12023
"CMG ACO, LLC",A2490,2021,"CT, NY, FL",4.29,50.00%,"3,298","3,105",56,89,60,188,873,781,249,239,2,3,608,205,"14,837","5,936","6,242","6,034,816",50.00%,70,91.84,,,,,,,,,,,,,,,81.83,78.95,59.06,78.54,71.92,87.07,10,9.43,79.06,"11,272",88,109,88,601,88,109,"9,907"
Frederick Integrated Healthcare Network LLC,A2492,2020,MD,-6.2,,3691,3657,0,28,11,197,495,384,207,204,0,1,474,169,10655,3260,5582,0,0.49,37,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.63,97.32,85.96,100,68.83,77.91,74.5,86.83,13.33,12.3,83.27,9834,56,98,47,354,47,98,8754
Frederick Integrated Healthcare Network LLC,A2492,2018,MD,-0.8230535000000001,,4071,4029,11,22,22,185,654,456,261,258,0,1,632,213,11569,3694,6112,0,0.4789,52,95.78999999999999,87.43,92.66,91.35,81.49,61.64,63.45,73.56,25.16,,,14.48,55.86,1.87,97.18,80.26,77.78,74.18,73.39,71.76,89.66,1.05,12.9,74.5,10364,62,113,41,342,41,113,9173
Frederick Integrated Healthcare Network LLC,A2492,2019,MD,-6.17,,4295,4253,4,28,18,242,801,516,269,266,0,1,630,219,12542,4216,6320,-9187181,0.48,66,95.69,83.23,94.93,92.74,81.77,62.15,64.37,75.69,23.04,92.7,86.1,14.22,57.13,1.42,97.14,81.58,94.44,71.77,73.71,72.58,87.19,10.14,12.65,88.1,11957,,767,53,393,53,767,10594
"Holy Cross Physician Partners ACO, LLC",A2499,2018,FL,-0.1774727,,3332,2709,66,553,44,352,560,811,311,278,1,27,668,222,12190,3926,7583,0,0.4816,44,96.32,87.83,94.57,93.99,85.52,54.5,60.05,74.65,25.2,,,14.71,56.9,1.78,92.83,77.78,92.86,64.8,74.46,81.6,88.8,6.25,10.63,71.43,14144,82,74,190,508,190,74,12686
"Holy Cross Physician Partners ACO, LLC",A2499,2019,FL,1.96,,3038,2578,44,421,30,295,511,775,293,268,1,20,690,212,12430,4024,7757,0,0.46,45,92.17,83.06,94.11,92.79,80.47,55.56,59.03,74.5,24.01,90.14,87.27,14.9,56.37,1.86,89.58,82,91.67,69.32,81.88,80.6,86.9,22.73,10.08,70.34,14216,,641,183,550,183,641,12760
WellSpan Population Health Services,A2500,2020,"PA, MD",0.98,,3183,2613,53,483,65,215,490,398,271,242,2,22,561,198,8793,3111,3450,0,0.48,40,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.79,86.14,82.49,81.82,78.88,77.97,80.49,88.85,3.64,11.81,63.01,53727,539,204,373,1517,373,204,50418
WellSpan Population Health Services,A2500,2018,"PA, MD",0.8222882,,3502,2823,68,567,74,209,606,385,319,283,2,27,608,218,9351,4098,3609,0,0.4617,52,92.34,88.82,93.61,92.85,83.29,61.37,68.68,74.07,26.21,,,14.47,59.09,1.74,79.25,83.33,85.71,75.57,72.24,77.87,84.78,0,10.76,75.58,44884,500,181,343,1149,343,181,42245
WellSpan Population Health Services,A2500,2021,"PA, MD",-2.23,50.00%,"3,210","2,606",51,514,80,226,470,371,275,244,2,23,587,205,"9,596","3,244","3,751",0,50.00%,42,95.56,,,,,,,,,,,,,,,82.4,85,79.28,77.22,81.92,87.65,1.85,8.8,69.96,"53,636",558,217,377,"1,656",377,217,"50,271"
WellSpan Population Health Services,A2500,2019,"PA, MD",0.5,,3529,2935,58,487,76,219,555,397,304,273,1,24,634,216,9708,3795,3804,0,0.48,48,96.06,87.01,95.19,93.4,78.43,60.37,64.49,75.76,24.32,92.72,87.49,14.13,55.31,1.46,90.41,84.08,86.36,84.31,77.37,82.53,83.88,5,10.34,70.99,53070,,1089,329,1440,329,1089,50015
PACN,A2505,2021,NC,-0.18,50.00%,"2,067","1,965",14,95,12,262,270,273,203,196,0,5,447,161,"10,665","3,524","4,102",0,50.00%,25,100.00,,,,,,,,,,,,,,,83.87,83.33,73.04,86.59,80.62,56.85,18.52,8.06,68.27,"11,556",30,47,37,339,37,47,"10,216"
PACN,A2505,2019,NC,1.9,,2594,2503,24,78,6,234,382,277,254,248,1,4,555,186,10911,3993,4353,0,0.49,37,98.84,87.95,95.68,93.56,88.11,63.37,69.64,75.93,24.57,94.61,91.82,14.15,52.69,1.53,99.6,86.9,100,91.94,88.81,85.54,79.75,16,9.24,67.2,13372,,1189,40,348,40,1189,11688
PACN,A2505,2018,NC,1.3597186,,2585,2458,32,91,14,250,419,294,263,254,1,5,569,192,10869,4100,4458,0,0.4735,41,94.69999999999999,87.4,94.23,93.26,83.57,58.15,60.4,74.9,23.85,,,14.94,53.77,1.77,99.19,91.32,95.45,93.44,87,88.37,76.47,17.78,14.19,70.48,13404,27,46,48,327,48,46,11676
PACN,A2505,2020,NC,0.95,,2256,2138,12,103,10,271,244,267,225,219,0,5,449,171,10011,3612,3934,0,0.48,23,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.87,96.39,88.26,92.31,86.38,85.08,88.58,71.03,13.79,14.71,61.69,12607,26,53,39,351,39,53,11093
Cotton-O'Neil ACO llc,A2506,2019,KS,-0.06999999999999999,,3343,2841,37,439,36,246,664,359,339,310,1,25,668,209,9856,3062,3760,0,0.48,62,96.56,86.3,94.05,92.14,84.11,64.48,59.13,73.86,23.9,95.08,87.64,14.26,61.3,1.82,100,95.8,89.86,98.01,86.63,88.62,81.63,10.45,7.69,77.64,25794,,925,215,622,215,925,23835
Cotton-O'Neil ACO llc,A2506,2021,KS,-4.08,50.00%,"2,989","2,515",40,426,42,197,625,421,289,259,2,25,580,175,"10,001","3,141","3,741",0,50.00%,50,97.58,,,,,,,,,,,,,,,90.72,100,98.11,85.94,87.31,85.3,15.04,7.23,77.22,"24,187",122,91,215,628,215,91,"22,369"
Cotton-O'Neil ACO llc,A2506,2018,KS,-0.0436297,,3448,2951,43,421,51,242,733,341,358,326,1,25,708,220,9625,2987,3853,0,0.4604,69,92.08,87.02,94.46,92.1,81.52,63.0,64.08,74.81,24.73,,,14.71,66.71,1.89,98.85,94.04,65,97.65,81.4,82.99,86.94,13.51,11.08,75.5,26597,113,90,228,580,228,90,24609
Cotton-O'Neil ACO llc,A2506,2020,KS,-1.17,,2923,2437,46,427,38,239,623,389,292,262,1,26,546,175,9284,3078,3472,0,0.49,48,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.03,99.26,96.25,93.22,97.87,83.67,92.16,90.21,15.79,8.2,76.06,24864,114,87,211,632,211,87,22937
St. Francis Accountable Health Network,A2507,2020,KS,-20.580000000000002,,3406,2908,83,397,72,590,1474,397,345,316,2,22,673,225,8444,1964,3101,0,0.48,104,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.25,80.05,63.49,36.36,78.21,67.78,71.71,66.22,0,19.32,68.25,7512,57,39,78,198,78,39,6836
St. Francis Accountable Health Network,A2507,2021,KS,-8.61,50.00%,"2,687","2,333",21,268,84,591,877,336,278,257,1,16,637,182,"8,778","1,913","3,357",0,50.00%,60,88.21,,,,,,,,,,,,,,,73.03,48.39,77.97,57.74,71.95,74.09,0,9.07,64.33,"6,646",67,35,61,185,61,35,"6,106"
St. Francis Accountable Health Network,A2507,2019,KS,-4.24,,3219,2773,17,381,58,295,639,331,331,303,0,22,742,203,9064,2336,3398,-3253472,0.49,54,98.19,78.01,94.14,92.11,82.8,66.4,68,74.03,31.76,94.17,86.73,15.09,54.54,2.43,87.36,72.36,60,78.93,68.32,76.49,83.12,6.25,12.2,79.03,7326,,313,80,192,80,313,6651
St. Francis Accountable Health Network,A2507,2018,KS,-1.5480641,,3123,2891,0,212,20,220,2109,511,366,350,0,12,786,111,9140,172,3180,0,0.3663,129,73.27,82.1,92.9,90.57,80.92,57.69,66.0,72.49,29.59,,,15.12,69.8,2.54,11.95,67.61,40,9.25,62.05,76.07,77.58,0,22.41,63.98,605,39,2,1,21,1,2,576
"Capital Health Accountable Care Organization, LLC",A2528,2020,"NJ, PA",-2.19,,3211,2828,30,274,108,163,947,369,291,269,1,12,680,228,10891,3927,5740,0,0.48,57,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.24,88.31,84.51,91.67,83,78.23,75.4,97.42,13.79,17.74,76.21,6905,195,127,138,298,138,127,5049
"Capital Health Accountable Care Organization, LLC",A2528,2019,"NJ, PA",0.27,,3893,3403,78,344,105,130,834,375,327,300,1,16,830,255,11609,4027,6358,0,0.46,62,92.17,83.79,93.57,92.71,83.27,66.63,62.55,74.72,26.8,93.05,86.62,15.01,61.86,2.06,89.24,87.88,93.75,89.78,84.54,84.13,93.41,8.33,9.24,89.05,6215,,1220,129,261,129,1220,4483
"Capital Health Accountable Care Organization, LLC",A2528,2021,"NJ, PA",2.24,50.00%,"3,197","2,795",65,291,87,169,935,304,270,249,1,13,679,211,"11,580","3,921","6,343",0,50.00%,56,93.05,,,,,,,,,,,,,,,79.54,81.82,90.24,72.11,83.38,96.59,37.5,9.06,91.83,"7,747",203,149,156,348,156,149,"5,837"
"Capital Health Accountable Care Organization, LLC",A2528,2018,"NJ, PA",2.5100012,,3505,2931,26,467,126,160,646,384,296,265,0,21,702,213,11093,3831,6489,0,0.474,49,94.8,89.2,96.38,93.44,80.9,64.73,62.69,74.57,22.23,,,14.9,57.41,1.97,91.12,88.98,88.24,89.6,73.64,92.08,94.21,37.93,14.68,88.64,5642,141,77,65,222,65,77,4426
Signature Partners,A2530,2018,"VA, WV",-2.8920228999999997,,3310,3025,28,213,70,240,558,486,298,279,1,11,750,188,9959,3462,4815,-6274207,0.4634,47,92.67999999999999,85.93,93.5,92.53,85.42,58.41,65.34,74.68,25.15,,,14.79,59.44,1.96,79.55,70.88,95.45,47.45,62.03,65.79,88.72,9.38,18.51,71.74,21494,692,1159,426,1257,426,1159,17148
Signature Partners in Health LLC,A2530,2020,VA,8.469999999999999,,2031,1739,22,244,43,104,230,347,181,165,0,11,432,134,8483,3488,4172,18061653,0.5,16,99.53,^,^,^,^,^,^,^,^,^,^,~,~,0.96,88.52,82.73,92.86,65.12,79.35,80.86,93.86,24.14,10.6,69.59,26646,316,2586,869,2255,869,2586,18757
Signature Partners in Health LLC,A2530,2019,"VA, WV",1.39,,3022,2766,22,198,51,229,596,471,272,257,0,10,739,174,9702,2916,4540,0,0.46,45,92.17,85.22,93.18,91.23,77.75,53.88,59.75,74.89,23.17,92.86,87.05,14.41,59.9,1.97,91.33,78.13,80,63.5,60.08,63.1,88.89,0,14.83,68.31,45212,,2999,1102,2684,1102,2999,35609
Signature Partners in Health LLC,A2530,2021,"VA, MD",5.59,50.00%,"2,174","1,832",10,299,48,108,259,333,180,162,0,13,482,132,"9,566","3,629","4,822","16,129,979",50.00%,20,91.21,,,,,,,,,,,,,,,85.89,66.67,66.67,74.57,76.84,88.68,25,8.71,74.55,"32,090",314,"2,768",961,"2,727",961,"2,768","23,278"
Baylor Scott & White Quality Alliance,A2542,2018,TX,2.9917022,,3102,2398,102,462,41,194,467,749,288,241,3,25,661,184,10088,3663,4635,39298255,0.486,37,97.2,86.79,95.63,94.7,82.8,62.85,65.59,73.51,24.84,,,14.71,52.16,1.69,96.46,77.74,93.18,92.44,82.84,83.06,85.32,6.93,14.09,82.84,124058,1456,1408,2240,3279,2240,1408,106916
Baylor Scott & White Quality Alliance,A2542,2020,TX,7.12,,2802,2170,75,460,30,216,390,658,246,208,2,22,524,163,9477,3306,4379,96365360,0.49,29,97.81,^,^,^,^,^,^,^,^,^,^,~,~,0.84,98.82,81.27,94.23,91.56,80.62,84.41,83.82,10.11,10,72.92,129866,1526,1542,2267,3955,2267,1542,112557
Baylor Scott & White Quality Alliance,A2542,2021,TX,8.94,50.00%,"2,801","2,119",58,541,28,201,358,642,243,202,2,26,564,165,"9,974","3,349","4,647","124,593,794",50.00%,28,98.48,,,,,,,,,,,,,,,80.56,91.67,94.34,81.96,83.28,85.2,11.22,6.3,73.87,"125,258","1,585","1,613","2,072","4,086","2,072","1,613","108,913"
Baylor Scott & White Quality Alliance,A2542,2019,TX,3.95,,3099,2433,91,457,40,198,495,751,281,238,3,24,639,179,10319,3679,4689,28256792,0.49,39,98.44,83.95,95.3,94.58,79.93,64.06,64.31,75.61,29.96,94.58,91.37,14.22,51.91,1.69,95.98,78.29,93.33,95.13,80.07,84.92,82.84,6.82,9.42,78.99,130676,,9862,2339,3735,2339,9862,113078
"North Central Arizona Accountable Care, LLC",A2543,2021,AZ,6.39,50.00%,"2,304","1,983",18,271,49,404,363,263,182,166,1,12,514,129,"9,791","3,029","4,037","9,426,552",50.00%,31,92.61,,,,,,,,,,,,,,,76.53,55.56,77.43,80.68,80.1,83.31,9.62,9.45,72.78,"14,501",112,52,91,374,91,52,"13,885"
